"","IDN","ISBN","year","author","language","title","uniform.title","publisher","country"
"1300","990043516070603392","9781908968159","2013","LernetHolenia, Alexander","eng","I was Jack Mortimer","Ich war Jack Mortimer","London","fail"
"1302","9958496850503338","9791096573042","2017","Ausländer, Rose","fre","Ich spiele noch","fail","[Barre-des-Cévennes]","XA-FR"
"1310","990051017560603392","9785170786596","2013","Poznanski, Ursula","rus","Igra 14.0","Saeculum","Moskva","XA-RU"
"1311","990047522710603392","9786053432555","2014","Poznanski, Ursula","tur","İhanet üçlemesi","<<Die>> Verratenen","İstanbul","XB-TR"
"1314","9958550547503338","9782252041802","2019","Kraus, Karl","fre","Il ne suffit pas de lire","fail","[Paris]","XA-FR"
"1315","9958806380303338","9785001141273","2020","Nöstlinger, Christine","rus","Ilʹza Janda, let - četyrnadcatʹ","Ilse Janda, 14 oder Die Ilse ist weg","Moskva","XA-RU"
"1317","990044704850603392","9782874230479","2010","Nöstlinger, Christine","fre","Ilse est partie","Ilse Janda, 14 oder die Ilse ist weg","Namur","XA-BE"
"1318","9958578566803338","9783955111038","2019","Klostermann, Karel","ger","Im Böhmerwaldparadies","V ráji šumavském","Grafenau","XA-DE"
"1319","990048796170603392","9783990210109","2015","Solōmu, Aimilios","ger","Im Sternbild der Kykladen","Ēmerologio mias apistias","Athen","XA-GR"
"1325","990048015430603392","9780141196411","2016","Zweig, Stefan","eng","Impatience of the heart","Ungeduld des Herzens","London","XA-GB"
"1327","9959063506003338","9788823532359","2023","Bernhard, Thomas","ita","In alto","In der Höhe","Milano","XA-IT"
"1329","990045656560603392","9783633542666","2014","ʿAgnon, Shemuʾel Yosef","ger","In der Mitte ihres Lebens","Bidmi jameha","Berlin","XA-DE-BE"
"1330","990037039290603392","9780141196060","2011","Kafka, Franz","eng","In the penal colony","In der Strafkolonie","London","XA-GB"
"1331","990048759220603392","9781847772640","2016","Kraus, Karl","eng","In these great times","fail","Manchester","XA-GB"
"1335","9959033907903338","9788831312837","2023","Ransmayr, Christoph","ita","L' inchino del gigante","fail","Roma","XA-IT"
"1339","9959082806203338","9788823533110","2023","Handke, Peter","ita","Infelicità senza desideri","Wunschloses Unglück","Milano","XA-IT"
"1346","990050835160603392","9783551315564","2017","Thor, Annika","ger","Eine Insel im Meer","<<En>> ö i havet","Hamburg","XA-DE"
"1350","990038258220603392","9788467521122","2010","Lobe, Mira","spa","Insu-Pu","Insu-Pu","Boadilla del Monte (Madrid)","XA-ES"
"1351","990043235340603392","9789172473188","2013","Herbeck, Ernst","swe","Inte varje mänska har en mun","fail","Lund","XA-SE"
"1352","990043529270603392","9788408090700","2010","Nöstlinger, Christine","spa","Intercambio con un inglés","<<Das>> Austauschkind","Barcelona","XA-ES"
"1353","9958870328603338","9788412312300","2021","Nöstlinger, Christine","cat","Intercanvi amb un anglès","<<Das>> Austauschkind","Barcelona","XA-ES"
"1354","990047098920603392","9788080899967","2014","Brezina, Thomas","slo","Internetoví banditi","<<Die>> Internet-Banditen","Bratislava","XA-SK"
"1355","9958575280603338","9788726007787","2018","Simmel, Johannes Mario","dan","Intet menneske er en ø","Niemand ist eine Insel","[København]","XA-DK"
"1356","990037875730603392","9783869651569","2011","Leidenfrost, Martin","eng","Intimate Brussels","Brüssel zartherb","Berlin","XA-DE"
"1360","9958125990603338","9780241339305","2018","Kafka, Franz","eng","Investigations of a dog","Forschungen eines Hundes","London","XA-GB"
"1362","990047230900603392","9781782271499","2015","Zweig, Stefan","eng","The invisible collection","<<Die>> unsichtbare Sammlung","London","XA-GB"
"1369","990037441750603392","9789955233510","2010","Canetti, Elias","lit","Išgelbėtas liežuvis","<<Die>> gerettete Zunge","Vilnius","XA-LT"
"1370","990049592720603392","9789756227206","2013","Nöstlinger, Christine","tur","İşte şimdi hapı yuttum!","Oh, du Hölle!","İstanbul","XB-TR"
"1371","990050269510603392","9786155045721","2016","MayerSkumanz, Lene","hun","Istenem, ha úgy gondolod ...","... wenn du meinst, lieber Gott","Kecskemét","XA-HU"
"1372","9959039009103338","9786182080672","2023","Handke, Peter","gre","Ē istoria tu paidiu","Kindergeschichte","Athēna","XA-GR"
"1373","9958864704003338","9785604516751","2021","Nöstlinger, Christine","rus","Istorii ob istorii o pingvine","<<Die>> Geschichten von der Geschichte vom Pinguin","Moskva","XA-RU"
"1374","9958816875103338","9791031903064","2021","Bernhard, Thomas","fre","L' Italien","fail","Paris","XA-FR"
"1379","9958632077703338","9785917634821","2019","Celan, Paul","rus","Izbrannye stichotvorenija","fail","Moskva","XA-RU"
"1383","990039175160603392","9789532661712","2010","Kehlmann, Daniel","hrv","Izmišljeni dvorci","Wo ist Carlos Montúfar?","Zaprešić","XA-HR"
"1394","9959051606403338","9789533401621","2023","Helfer, Monika","hrv","Jadnici","<<Die>> Bagage","Zagreb","XA-HR"
"1395","990046337460603392","9789525516067","2010","Brunnsteiner, Thomas","fin","Jäämerelle saakkka","Bis ins Eismeer","Espoo","XA-FI"
"1398","990051167370603392","9788380621718","2017","Abrahamson, Emmy","pol","Jak się zakochać w facecie, który mieszka w krzakach","Hur man förälskar sig i en man som bor i en buske","Poznań","XA-PL"
"1402","9958496975103338","9788056404188","2017","Brezina, Thomas","slo","Jazdec bez hlavy","<<Der>> Reiter ohne Gesicht","[Bratislava]","XA-SK"
"1403","9958967309003338","9789612133733","2022","Fried, Erich","slv","Je kar je pravi ljubezen","Gesammelte Werke - Gedichte und Prosa","Ljubljana","XA-SI"
"1405","990050078340603392","9788025329757","2016","Brezina, Thomas","cze","Jed červeného leguána","<<Das>> Gift des roten Leguans","Praha","XA-CZ"
"1406","990050318070603392","9783446254701","2017","Velikić, Dragan","ger","Jeder muss doch irgendwo sein","Islednik","München","XA-DE"
"1412","9959017405403338","9788417902858","2020","Zweig, Stefan","spa","Jeremías","Jeremias","Barcelona","XA-ES"
"1413","990049512780603392","9788074296192","2016","Werfel, Franz","cze","Jeremjáš","Höret die Stimme","Praha","XA-CZ"
"1414","9958987608603338","9786192620196","2022","Junod, Jérôme","bul","Jeronimus Boš","Hieronymus Bosch","Sofija","XA-BG"
"1416","990048800300603392","9787115391674","2015","Brezina, Thomas","chi","Jiang shi xiao dian li de yin mou","<<Der>> kleine Gruselladen","Bei jing","XB-CN"
"1417","9958507277603338","9787115475084","2018","Brezina, Thomas","chi","Jiao shi ""gui"" jing hun","<<Der>> Geist im Klassenzimmer","Bei jing","XB-CN"
"1421","9959017406003338","9788491817598","2020","Roth, Joseph","spa","Job","Hiob","Madrid","XA-ES"
"1422","9958536774503338","9782889550005","2018","Roth, Joseph","fre","Job","Hiob","Genève","XA-CH"
"1426","990049512750603392","9788074296970","2016","Roth, Joseph","cze","Job","Hiob","Praha","XA-CZ"
"1427","990044054480603392","9781847086167","2013","Roth, Joseph","eng","Job","Hiob","London","XA-GB"
"1430","990045480160603392","9788501092083","2013","Poznanski, Ursula","por","O jogo da morte","Erebos","Rio de Janeiro [u.a.]","XD-BR"
"1431","9958549564003338","9789896232665","2018","Canetti, Elias","por","O jogo de olhares","<<Das>> Augenspiel","Amadora, Portugal","XA-PT"
"1440","9958537177703338","9783293005358","2018","Mulder, Jan Jacobs","ger","Joseph, der schwarze Mozart","Joseph, de zwarte Mozart","Zürich","XA-CH"
"1441","9958584373603338","9782228924634","2019","Kafka, Franz","fre","Joséphine, la cantatrice ou le peuple des souris","Josefine, die Sängerin","Paris","XA-FR"
"1443","990057798190603392","9782012848009","2014","Zweig, Stefan","fre","Le joueur d'échecs","Schachnovelle","Paris","XA-FR"
"1444","990049546560603392","9782210750654","2016","Zweig, Stefan","fre","Le joueur d'échecs","Schachnovelle","Paris","XA-FR"
"1445","990044504620603392","9782228909914","2013","Zweig, Stefan","fre","Le joueur d'echecs","Schachnovelle","Paris","XA-FR"
"1448","990037422250603392","9789996281990","2010","Svatek, Kurt F.","rus","A journey round the world","fail","Ulaanbaatar","XB-MN"
"1451","990049796940603392","9787115410498","2016","Brezina, Thomas","chi","Jue ming di lao","<<Das>> vergessene Verlies","Běijīng","XB-CN"
"1454","9958821169503338","9786197596441","2021","Rilke, Rainer Maria","bul","Junakăt i drakonăt","<<Der>> Drachentöter","Sofija","XA-BG"
"1455","9958822578503338","9789733411734","2020","Poznanski, Ursula","rum","Jungla Literelor","Buchstabendschungel","Bucureşti","XA-RO"
"1456","9958551052803338","9787539783840","2018","Nöstlinger, Christine","chi","Jùrén xiōngdì","<<Die>> verliebten Riesen","He fei Shi","XB-CN"
"1464","9958508769603338","9786052060124","2018","Zweig, Stefan","tur","Kadın ve manzara ; Stefan Zweig ; türkçesi Duygu Bolut","<<Die>> Frau und die Landschaft","Istanbul","XB-TR"
"1465","990043957010603392","9788799468317","2012","Bernhard, Thomas","dan","Kaelderen","<<Der>> Keller","[Frederiksberg]","XA-DK"
"1467","9959067009103338","9783956404023","2024","Mairowitz, David Zane","ger","Kafka","fail","Berlin","XA-DE-BE"
"1468","9959004506203338","9782372731324","2023","Theule, Larissa","fre","Kafka et la poupée","Kafka and the doll","Paris","XA-FR"
"1469","9958962009203338","9783764532697","2022","Steinhagen, Jon","ger","Kafka und der Tote am Seil","<<The>> hanging artist","München","XA-DE-BY"
"1470","990057718050603392","9783518425909","2017","Borbély, Szilárd","ger","Kafkas Sohn","Kafka fia","Berlin","XA-DE-BE"
"1471","9958941296203338","9783365002445","2022","Griffis, Gigi","ger","Die Kaiserin","<<The>> empress","Hamburg","XA-DE-HH"
"1472","9959070808403338","9786192620431","2023","Görg, Bernhard","bul","Kak Džon Uejn popadna v starčeski dom?","Wie kommt John Wayne ins Altersheim?","Sofija","XA-BG"
"1474","9958870327203338","9771406051101","2020","Rilke, Rainer Maria","est","Kaks Praha lugu","Zwei Prager Geschichten","Tallinn","XA-EE"
"1475","9958497376103338","9789632446097","2016","Luhn, Usch","hun","Kalandra fel!","Mit Sack und Pack ins Abenteuer","Budapest","XA-HU"
"1476","9958813580503338","9788366102460","2021","Handke, Peter","pol","Kali albo sól","Kali","Kraków","XA-PL"
"1478","990044608070603392","9788080897000","2013","Brezina, Thomas","slo","Kam zmizol čarodejný králík?","Hexentorte zum Geburtstag","Bratislava","XA-SK"
"1479","9958947502703338","9786192620158","2022","Tröger, Claus","bul","Kamăčeta vărchu edin grob","Steine auf einem Grab","Sofija","XA-BG"
"1480","990051021800603392","9788025330876","2017","Brezina, Thomas","cze","Kamarád z pravěku","<<Ein>> Saurier als Haustier","Praha","XA-CZ"
"1483","990045608940603392","9788671881432","2013","Amanshauser, Gerhard","srp","Kao varvarin u Prateru","Als Barbar im Prater","Novi Sad","XA-SP"
"1486","9958910639903338","9785000413654","2020","Nöstlinger, Christine","rus","Karl iz televizora","<<Der>> TV-Karl","Moskva","XA-RU"
"1487","9958957204603338","9788775660018","2022","Hämmerle, Susa","dan","Karla håber på en kattekilling","<<Die>> kleine Katze","Espergærde","XA-DK"
"1488","9958048174603338","9789543573080","2015","Simsa, Marko","bul","Karnavalăt na životnite","<<Der>> Karneval der Tiere","Sofija","XA-BG"
"1489","9958589279503338","9791195244720","2019","Handke, Peter","kor","Kaspar","Kaspar","[s.l.]","XB-KR"
"1490","9958952306903338","9786082590295","2018","Handke, Peter","mac","Kaspar","Kaspar","Skopje","XA-MK"
"1491","990048766860603392","9788771419504","2015","Hula, Saskia","dan","En kasse til bjørnen","<<Eine>> Kiste für den Bären","[Århus]","XA-DK"
"1492","9958947502503338","9786192620165","2022","Tröger, Claus","bul","Kăšta ot stăklo","Glashaus","Sofija","XA-BG"
"1495","990046155980603392","9788677200923","2012","Ibbotson, Eva","srp","Kazanska zvezda","<<The>> star of Kazan","Beograd","XA-SP"
"1496","990049019710603392","9788677200923","2014","Ibbotson, Eva","srp","Kazanska zvezda","<<The>> star of Kazan","Beograd","XA-SP"
"1499","990050233970603392","9788089612253","2014","Nöstlinger, Christine","slo","Ked' si moj otec chcel vziat´ mamu Anny Lososovej","Als mein Vater die Mutter der Anna Lachs heiraten wollte","Bratislava","XA-SK"
"1502","990043220940603392","9789525850192","2011","Bernhard, Thomas","fin","Kellari","<<Der>> Keller","Helsinki","XA-FI"
"1503","9958558924203338","9786053603566","2019","Zweig, Stefan","tur","Kendileriyle savaşanlar","<<Der>> Kampf mit dem Dämon","İstanbul","XB-TR"
"1504","990050284140603392","9789985553121","2016","Poznanski, Ursula","est","Kihid","Layers","[Tallinn]","XA-EE"
"1506","9959070802303338","9784309208718","2022","Bernhard, Thomas","jpn","Kikoru","Holzfällen","Tōkyōto","XB-JP"
"1509","9958911230503338","9789493186460","2021","Bernhard, Thomas","dut","Een kind","<<Ein>> Kind","[Bleiswijk]","XA-NL"
"1510","9958545574803338","9783551557629","2019","Letterie, Martine","ger","Kinder mit Stern","Kinderen met een ster","Hamburg","XA-DE"
"1511","990043517760603392","9786176140320","2012","Soyfer, Jura","ukr","Kinec' svitu","<<Der>> Weltuntergang","Černivci","XA-UA"
"1513","9959085508703338","9789634931942","2023","Handke, Peter","hun","Kísérlet","Versuch über den geglückten Tag","Budapest","XA-HU"
"1514","990049656200603392","9789523393783","2016","Salten, Felix","fin","Kissanpentu Djibi","Djibi, das Kätzchen","Helsinki","XA-FI"
"1515","9959050196703338","9783873368095","2023","GetreuerGilo, Ron","ger","Kitty","<<The>> Viennese parfumerie: a brave WW2 historical novel, based on a true story","Uhingen","XA-DE-BW"
"1516","9958919210503338","9789635093199","2021","Luhn, Usch","hun","Kivi Születésnapja","Kiwi feiert Geburtstag","Budapest","XA-HU"
"1518","9958987607903338","9786192650063","2023","Palka, Kurt","bul","Klara","Clara","Sofija","XA-BG"
"1519","990043921600603392","9783423142434","2013","Modiano, Patrick","ger","Die Kleine Bijou","<<La>> Petite Bijou","München","XA-DE-BY"
"1521","9958802876503338","9783826070150","2020","Aichinger, Ilse","eng","Kleist, Moss, Pheasants","Kleist, Moos, Fasane","Würzburg","XA-DE"
"1523","990039501510603392","9788080895914","2012","Brezina, Thomas","slo","Kliatba múmie","<<Der>> Fluch des Pharao","Bratislava","XA-SK"
"1524","9958564967803338","9788056609644","2019","Brezina, Thomas","slo","Kliatba múmie","<<Der>> Fluch des Pharao","Bratislava","XA-SK"
"1526","9958522779503338","9788025336168","2018","Brezina, Thomas","cze","Klub záhad","Grusel-Klub - dem Spuk auf der Spur. Band 4: Der Geist aus dem Dschungel","Praha","XA-CZ"
"1528","990049211770603392","9785946982276","2016","Rilke, Rainer Maria","rus","Kniga časov","<<Das>> Stundenbuch","Moskva","XA-RU"
"1529","990049127090603392","9785389103559","2016","Rilke, Rainer Maria","rus","Knigi stichov","fail","Sankt-Peterburg","XA-RU"
"1530","990049124850603392","9788073494902","2016","Loos, Lina","cze","Kniha bez nazvu","<<Das>> Buch ohne Titel","Praha","XA-CZ"
"1532","9958806379203338","9788087545751","2020","Winkler, Josef","cze","Knížka chovance Jeana Geneta","<<Das>> Zöglingsheft des Jean Genet","Zlín","XA-CZ"
"1534","990037762990603392","9788025309933","2010","Brezina, Thomas","cze","Kočičí holka - Nový začátek","Leonie Lion","Praha","XA-CZ"
"1535","9959008906203338","9788025362419","2023","Brezina, Thomas","cze","Kočičí maska","<<Die>> Feuer speiende Maske","Praha","XA-CZ"
"1536","9958500380603338","9783770440146","2019","Goscinny, René","ger","Kööch uman Asterix","<<La>> zizanie","Berlin","XA-DE-BE"
"1537","9958975869803338","9789750827068","2020","Janisch, Heinz","tur","Köprüyü geçerken","<<Die>> Brücke","İstanbul","XB-TR"
"1542","990051017570603392","9784488289041","2016","Poznanski, Ursula","jpn","Kojō gēmu","Saeculum","Tōkyō","XB-JP"
"1550","9959029409503338","9789750856259","2023","Bernhard, Thomas","tur","Komedi mi? Trajedi mi?","Erzählungen","Istanbul","XB-TR"
"1551","9958800065503338","9788366102293","2020","Kraus, Karl","pol","Kometa w Wiedniu","fail","Kraków","XA-PL"
"1552","990049555520603392","9783446253155","2016","Énard, Mathias","ger","Kompass","Boussole","München","XA-DE"
"1554","990049796950603392","9787115422651","2016","Brezina, Thomas","chi","Kong bu sen lin li de guai ke","Piraten aus dem Weltraum","Bei jing","XB-CN"
"1555","990046345910603392","9785389043541","2013","Nöstlinger, Christine","rus","Konrad - mal'čik iz konservnoj banki","Konrad oder Das Kind aus der Konservenbüchse","Moskva","XA-RU"
"1556","990056743560603392","9789949593842","2017","Nöstlinger, Christine","est","Konrad ehk Laps konservipurgist","Konrad","[Tallinn]","XA-EE"
"1558","990046113760603392","9789533245294","2012","Nöstlinger, Christine","hrv","Konrad ili dijete iz limenke","Konrad oder das Kind aus der Konservenbüchse","Zagreb","XA-HR"
"1559","9959070811003338","9786082210094","2014","Nöstlinger, Christine","mac","Konrad ili momčeto od konzerva","Konrad","Skopje","XA-MK"
"1560","990049142600603392","9788491221357","2016","Nöstlinger, Christine","spa","Konrad o el niño que salió de una lata de conservas","Konrad","Tres Cantos (Madrid)","XA-ES"
"1561","990046000240603392","9788578481094","2013","Nöstlinger, Christine","por","Konrad o menino da lata","Konrad oder das Kind aus der Konservenbüchse","Sao Paulo","XD-BR"
"1562","9959033906803338","9788416884667","2023","Nöstlinger, Christine","cat","Konrad ou o neno que saíu dun bote de conserva","Konrad","[Nicht ermittelbar]","XA-ES"
"1563","9958827671303338","9785000413234","2019","Nöstlinger, Christine","rus","Konrad, ili Rëbenok iz konservnoj banki","Konrad","Moskva","XA-RU"
"1564","990049336820603392","9789939683966","2015","Nöstlinger, Christine","arm","Konradẹ kam Pahacoyi towp̕ic̕ dowrs ekac tġan","Konrad","Erevan","XB-AM"
"1565","9958764579603338","9791195244737","2020","Handke, Peter","kor","konseutanseu hosu geonneogi","<<Der>> Ritt über den Bodensee","Seoul","XB-KR"
"1566","990043265500603392","9789758142903","2012","Nöstlinger, Christine","tur","Konuk değil baş belası","Das Austauschkind","İstanbul","XB-TR"
"1567","990017573440603392","9783442740260","2010","Tallis, Frank","ger","Kopflos","Darkness rising","München","XA-DE-BY"
"1572","990042374380603392","9788025313114","2011","Brezina, Thomas","cze","Kouzla začínají","fail","Praha","XA-CZ"
"1576","9958555034603338","9789538258633","2019","Ferk, Janko","slv","Kraj mrtvih priroda","fail","Zagreb","XA-HR"
"1577","9958870551903338","9788087545775","2021","Wisser, Daniel","cze","Královna hor","Königin der Berge","Zlín","XA-CZ"
"1578","990057731680603392","9789542915195","2012","Schwab, Werner","bul","Kralski komedii","Königskomödien","Sofija","XA-BG"
"1587","990039196770603392","9788080893651","2011","Brezina, Thomas","slo","Krvilačný upír","<<Der>> Lehrer aus Transsilvanien","Bratislava","XA-SK"
"1588","9958852856803338","9788366102712","2021","Henisch, Peter","pol","Kryjówka Morrisona","Morrisons Versteck","Kraków","XA-PL"
"1591","990049756830603392","9788328700505","2015","Samak, Grégory","pol","Księga życia","<<Le>> livre secret","Warszawa","XA-PL"
"1592","9958493247403338","9785919215349","2017","Hula, Saskia","rus","Kto ja takoj?","Kleiner Panda Pai - unterwegs ins Abenteuer","Moskva","XA-RU"
"1594","9958962010903338","9784001160130","2017","Orlovský, Sarah Michaela","jpn","Kuchihige ga sekai o sukū","<<Ein>> Schnurrbart erobert die Welt","Tōkyō","XB-JP"
"1596","990045395620603392","9783930226191","2013","Stoppard, Tom","ger","Die Küste Utopias","<<The>> coast of Utopia","Köln","XA-DE"
"1597","9958862856003338","9789916613306","2020","Nöstlinger, Christine","est","Kui mu isa tahtis abielluda Anna Lachsi emaga","Als mein Vater die Mutter der Anna Lachs heiraten wollte","[Tallinn]","XA-EE"
"1598","9958959411203338","9788651517047","2020","Handke, Peter","srp","Kukavice iz velike hoče","<<Die>> Kuckucke von Velika Hoča","Novi Sad","XA-RS"
"1607","990044016040603392","9789525850253","2012","Bernhard, Thomas","fin","Kylmyys","<<Die>> Kälte","Helsinki","XA-FI"
"1610","990046587980603392","9785389023819","2014","Kafka, Franz","rus","Labirint","fail","Sankt-Peterburg","XA-RU"
"1611","9958573666503338","9788726010930","2018","Simmel, Johannes Mario","dan","Lad blomsterne leve!","fail","[København]","XA-DK"
"1612","9958573666403338","9788726004014","2018","Simmel, Johannes Mario","dan","Lad blomsterne leve!","fail","[København]","XA-DK"
"1619","990047367260603392","9787544256360","2012","Brezina, Thomas","chi","Lai yin he shang de you ling chuan","SOS vom Geisterschiff","Hai kou","XB-CN"
"1620","990047367270603392","9787544256841","2012","Brezina, Thomas","chi","Lai zi hai di de si wang zhi shou","<<Die>> Hand aus der Tiefe","Hai kou","XB-CN"
"1621","990049796960603392","9787115423658","2016","Brezina, Thomas","chi","Lai zi wang ling de xin jian","<<Die>> Monster-Safari","Bei jing","XB-CN"
"1623","9958562465103338","9788056607442","2018","Kaiblinger, Sonja","slo","Ľalie a vzdušné zámky","Lilien und Luftschlösser","Bratislava","XA-SK"
"1624","990050268950603392","9787535396693","2015","Härtling, Peter","chi","Lan men li de Ya ge bu","Jakob hinter der blauen Tür","[Wu han]","XB-CN"
"1625","9958800567503338","9783453321045","2021","Carroll, Jonathan","ger","Das Land des Lachens","<<The>> Land of Laughs","München","XA-DE-BY"
"1628","9958960708303338","9789044812831","2010","Hula, Saskia","dut","Lars lust geen boeken","<<Der>> Lesemuffel","Hasselt","XA-NL"
"1629","9958521278503338","9788025337882","2018","Schoder, Sabine","cze","Láska je jen pro blázny. Jako jsem já.","Liebe ist was für Idioten. Wie mich","Praha","XA-CZ"
"1630","9959007994003338","9788076830202","2022","Radulić, Hana","cze","Láska za ostnatým drátem","Ljubav u Kanadi","Praha","XA-CZ"
"1632","9958968206103338","9781526657138","2023","Helfer, Monika","eng","Last house before the mountain","<<Die>> Bagage","London","XA-GB"
"1633","990048072300603392","9781782271321","2015","Schnitzler, Arthur","eng","Late fame","Später Ruhm","London","XA-GB"
"1635","9959017479203338","9786094795503","2022","Seethaler, Robert","lit","Laukas","<<Das>> Feld","Vilnius","XA-LT"
"1636","9958505271603338","9789188665010","2017","Poznanski, Ursula","swe","Layers","Layers","[Bromma]","XA-SE"
"1640","990042371370603392","9788025313183","2011","Brezina, Thomas","cze","Ledová hrozba","<<Der>> Kämpfer im ewigen Eis","Praha","XA-CZ"
"1643","990044054500603392","9781847086181","2013","Roth, Joseph","eng","The legend of the holy drinker","<<Die>> Legende vom heiligen Trinker","London","XA-GB"
"1646","9958926113003338","9786192620073","2022","Zweig, Stefan","bul","Legenda za edin život","Legende eines Lebens","Sofija","XA-BG"
"1650","9958497375903338","9791092247664","2017","Zweig, Stefan","fre","La légende d'une vie","Legende eines Lebens","Paris","XA-FR"
"1651","990050327740603392","9791091896566","2016","Roth, Joseph","fre","La légende du Saint-Buveur","fail","Paris","XA-FR"
"1659","9958799775203338","9786065907393","2019","Luhn, Usch","rum","Un leneş îşi face prieteni","<<Ein>> Faultier findet Freunde","Bucureşti","XA-RO"
"1668","9959070811103338","9786082476285","2016","Nöstlinger, Christine","mac","Letaj, majsko bumbarče!","Maikäfer flieg!","Skopje","XA-MK"
"1671","9958852047103338","9788651517009","2020","Handke, Peter","srp","Letnji dodatak zimskom putovanju","Sommerlicher Nachtrag zu einer winterlichen Reise","Novi Sad","XA-RS"
"1673","990042802800603392","9781906548933","2013","Zweig, Stefan","eng","Letter from an unknown woman and other stories","Brief einer Unbekannten","London","XA-GB"
"1674","9958537572203338","9783899195910","2018","Kafka, Franz","eng","Letter to father","Brief an den Vater","[Haselbach]","XA-DE-BY"
"1675","9958537572003338","9783899195996","2018","Kafka, Franz","ita","Lettera al padre","Brief an den Vater","[Haselbach]","XA-DE-BY"
"1677","9958811570703338","9789020682199","2019","Poznanski, Ursula","dut","Letterbende","Buchstabendschungel","Alkmaar","XA-NL"
"1678","990044700350603392","9780143107149","2013","Rilke, Rainer Maria","eng","Letters to a young poet & The letter from the young worker","Briefe an einen jungen Dichter & Der Brief des jungen Arbeiters","New York, NY [u.a.]","XD-US"
"1679","990037388100603392","9780674052451","2011","Rilke, Rainer Maria, ","eng","Letters to a young poet","Briefe an einen jungen Dichter","Cambridge, Mass. [u.a.]","fail"
"1680","9957804831103338","9783458194507","2018","Rilke, Rainer Maria","eng","Letters to a Young Poet","fail","Berlin","XA-DE-BE"
"1681","990048889440603392","9780241252055","2016","Rilke, Rainer Maria","eng","Letters to a young poet","Briefe an einen jungen Dichter","London","XA-GB"
"1682","9958822580603338","9780486847504","2021","Rilke, Rainer Maria","eng","Letters to a young poet","Briefe an einen jungen Dichter","Garden City, NY","XD-US"
"1683","9958803370303338","9781631497674","2021","Rilke, Rainer Maria","eng","Letters to a young poet","Briefe an einen jungen Dichter","New York","XD-US"
"1684","990037383060603392","9780141192307","2011","Rilke, Rainer Maria","eng","Letters to a young poet","Briefe an einen jungen Dichter","London","fail"
"1685","990048886100603392","9782221191354","2013","Zweig, Stefan","fre","Lettre d'une inconnue","Brief einer Unbekannten","Paris","XA-FR"
"1686","990027695940603392","9782070327881","2010","Rilke, Rainer Maria","ger","Lettres à un jeune poète","Briefe an einen jungen Dichter","[Paris]","XA-FR"
"1687","9959060308403338","9783442773176","2023","Calligarich, Gianfranco","ger","Der letzte Sommer in der Stadt","<<L'>> ultima estate in città","München","XA-DE-BY"
"1688","9958811570803338","9786065907911","2019","Kramer, Irmgard","rum","Un leu sub pomul de Crăciun","<<Ein>> Löwe unterm Tannenbaum","Bucureşti","XA-RO"
"1689","990049795430603392","9789632368108","2014","Rilke, Rainer Maria","hun","Levelek egy ifjú költőhöz","Briefe an einen jungen Dichter","Budapest","XA-HU"
"1692","990038079630603392","9782916266817","2011","Roth, Joseph","fre","Léviathan","<<Der>> Leviathan","Paris","XA-FR"
"1695","9959017405903338","9788491817581","2020","Roth, Joseph","spa","La leyenda del santo bebedor","<<Die>> Legende vom heiligen Trinker","Madrid","XA-ES"
"1698","990046350670603392","9787553909486","2014","Nöstlinger, Christine","chi","Li li de chao ji miao ji","Lillis Supercoup","Chang sha","XB-CN"
"1699","990050284110603392","9787513580953","2017","Janisch, Heinz","chi","Li sha sheng qi le","Wenn Lisa wütend ist","Bei jing","XB-CN"
"1700","990043058350603392","9783791510149","2010","Ibbotson, Eva","ger","Der Libellensee oder wie man einen Prinzen rettet","<<The>> dragonfly pool","Hamburg","XA-DE"
"1702","990049419680603392","9788074431210","2015","Chobot, Manfred","cze","Libůstka si libuje","Gefallen gefällt","Brno","XA-CZ"
"1703","9958585779303338","9783518429068","2020","Andruchovyč, Jurij Ihorovyč","ger","Die Lieblinge der Justiz","Kochanci justyciï","Berlin","XA-DE"
"1706","9958953996503338","9782841007387","2022","Saar, Ferdinand ","fre","Le lieutenant Burda","Leutnant Burda","Paris","XA-FR"
"1707","9958550548603338","9782081454781","2018","De Waal, Edmund","fre","Le lièvre aux yeux d'ambre","The hare with amber eyes","Paris","fail"
"1708","9958979208303338","9781915919090","2020","Alard, Nelly","eng","The life you had imagined","<<La>> vie que t'étais imaginée","[Erscheinungsort nicht ermittelbar]","XA-GB"
"1710","9958925234703338","9788741276465","2019","Freud, Sigmund","dan","Lille Hans","Analyse der Phobie eines fünfjährigen Knaben ""Der kleine Hans""","København","XA-DK"
"1711","990045162640603392","9789731248455","2012","Canetti, Elias","rum","Limba salvatǎ","<<Die>> gerettete Zunge","Bucureşti","XA-RO"
"1713","990042661110603392","9788764105797","2010","Bansch, Helga","dan","Lisa vil have en hund","Lisa will einen Hund","[Risskov]","XA-DK"
"1714","990037086890603392","9783314017827","2010","Bansch, Helga","ger","Lisa will einen Hund","fail","Zürich","XA-CH"
"1715","990037086930603392","9783314017865","2010","Bansch, Helga","ger","Lisa will einen Hund","fail","Zürich","XA-CH"
"1716","990037312050603392","9783314017872","2010","Bansch, Helga","ger","Lisa will einen Hund","fail","Zürich","XA-CH"
"1717","990037086950603392","9783314017858","2010","Bansch, Helga","ger","Lisa will einen Hund","fail","Zürich","XA-CH"
