"","IDN","ISBN","year","author","language","title","uniform.title","publisher","country"
"2465","990047200710603392","9782907337946","2015","Menasse, Eva","fre","Petits péchés capitaux","Lässliche Todsünden","Montreuil","XA-FR"
"2466","990049079960603392","9786074557947","2011","Bansch, Helga","spa","Petra","fail","Pontevedra","XA-ES"
"2467","9958505677703338","9782221217559","2018","Zweig, Stefan","fre","La Peur","Angst","Paris","XA-FR"
"2468","9958807033903338","9788366102385","2021","Handke, Peter","pol","Pewnej ciemnej nocy wyszedłem z mojego cichego domu","In einer dunklen Nacht ging ich aus meinem stillen Haus","Kraków","XA-PL"
"2474","9959060404203338","9788366526136","2023","Jelinek, Elfriede","pol","Pianistka","<<Die>> Klavierspielerin","Warszawa","XA-PL"
"2476","990038918220603392","9789668849503","2011","Kehlmann, Daniel","ukr","Pid soncem","Unter der Sonne","Lʹviv","XA-UA"
"2477","9959085101703338","9789526999067","2024","Salten, Felix","fin","Pieni orava Perri","Perri, das Eichhörchen","Helsinki","XA-FI"
"2478","990049786070603392","9788375161991","2016","Werfel, Franz","pol","Pieśń o Bernadetcie","<<Das>> Lied von Bernadette","Warszawa","XA-PL"
"2480","9958952308103338","9786082233444","2014","Jelinek, Elfriede","mac","Pijanistka","<<Die>> Klavierspielerin","Skopje","XA-MK"
"2483","9959017408403338","9789619423578","2022","Moric, Anja","ger","Das Pilichmandl","Polšji možic","Stara Cerkev","XA-SI"
"2485","990050279220603392","9788508159260","2016","Brezina, Thomas","por","A pirâmide maldita","<<Der>> Fluch des Pharao","São Paulo, SP","XD-BR"
"2486","9958562469703338","9788466145688","2019","Brezina, Thomas","cat","Els pirates d'internet","<<Die>> Internetbanditen","Barcelona","XA-ES"
"2487","9958943194703338","9786090149171","2022","Nöstlinger, Christine","lit","Pirmadienį viskas kitaip","Am Montag ist alles anders","Vilnius","XA-LT"
"2488","9958545364003338","9789542992356","2018","Artmann, H. C.","bul","Piši mi, c̆udna moja, skoro","Schreibe mir, meine Seltsame, schnell","Ruse","XA-BG"
"2489","990057725700603392","9789548689922","2016","Rilke, Rainer Maria","bul","Pisma do edin mlad poet","Briefe an einen jungen Dichter","Sofija","XA-BG"
"2490","990057725050603392","9786191509119","2016","Rilke, Rainer Maria","bul","Pisma do edin poet","fail","[Sofija]","XA-BG"
"2491","9958585080603338","9786197392319","2019","Zweig, Stefan","bul","Pisma","fail","Sofija","XA-BG"
"2492","9958573440803338","9788683499434","2018","Kafka, Franz","srp","Pismo ocu","Brief an den Vater","Beograd","XA-SP"
"2493","990049535650603392","9788683499434","2015","Kafka, Franz","srp","Pismo ocu","fail","Beograd","XA-SP"
"2494","990043283500603392","9788683499434","2010","Kafka, Franz","srp","Pismo ocu","Brief an den Vater","Beograd","XA-SP"
"2496","9958900452403338","9788651517016","2020","Handke, Peter","srp","Pitajući u suzama","Unter Tränen fragend","Novi Sad","XA-RS"
"2499","990049546800603392","9782851818980","2016","Bernhard, Thomas","fre","Place des héros","Heldenplatz","Paris","XA-FR"
"2501","990038038280603392","9781847083555","2011","Canetti, Elias","eng","The play of the eyes","<<Das>> Augenspiel","London","XA-GB"
"2502","990037610660603392","9780714859866","2010","Brendel, Alfred","eng","Playing the human game","fail","London [u.a.]","XA-GB"
"2503","990047099450603392","9788025322987","2014","Brezina, Thomas","cze","Po stopách yettiho","Unsichtbare Ungeheuer","Praha","XA-CZ"
"2504","990047590550603392","9785389094697","2015","Rilke, Rainer Maria","rus","Pobedivšij drakona","fail","Sankt-Peterburg","XA-RU"
"2505","990039194150603392","9788080893446","2010","Brezina, Thomas","slo","Pobrežie kostier","An der Knochenküste","Bratislava","XA-SK"
"2506","990043390520603392","9788080893446","2011","Brezina, Thomas","slo","Pobrežie kostier","An der Knochenküste","Bratislava","XA-SK"
"2508","990047099330603392","9788025322215","2014","Brezina, Thomas","cze","Počítačoví piráti","<<Die>> Internet-Banditen","Praha","XA-CZ"
"2509","990043048470603392","9788000026947","2012","Brezina, Thomas","cze","Počítačový démon","<<Der>> Computerdämon","Praha","XA-CZ"
"2511","990042371460603392","9788025312483","2011","Brezina, Thomas","cze","Pod pirátskou vlajkou","Unter der Piratenflagge","Praha","XA-CZ"
"2512","990049683350603392","9788379997916","2016","Glattauer, Daniel","pol","Podarunek","Geschenkt","Katowice","XA-PL"
"2514","990044436770603392","9788375088595","2014","Knapp, Radek","pol","Podróż do Kalina","Reise nach Kalino","Warschau","XA-PL"
"2519","9958535174303338","9782371775596","2018","Rilke, Rainer Maria","fre","Poèmes nouveaux","Neue Gedichte","[Toulouse]","XA-FR"
"2520","9958541374603338","9782371775596","2018","Rilke, Rainer Maria","fre","Poèmes nouveaux","fail","[Toulouse]","XA-FR"
"2521","9958807744403338","9781782275534","2020","Rilke, Rainer Maria","eng","Poems to night","fail","London","XA-GB"
"2525","9958812076703338","9783981949247","2018","Emerson, Ralph Waldo","ger","Der Poet","<<The>> poet","Darmstadt","XA-DE"
"2530","9958532279403338","9788375458855","2018","Rilke, Rainer Maria","pol","Poezje zebrane","Sämtliche Gedichte","Warszawa","XA-PL"
"2532","9958797475303338","9783899195750","2018","Stifter, Adalbert","cze","Pohádky, pověsti a legendy","Märchen, Sagen und Legenden","Mitterfels","XA-DE-BY"
"2533","990050726840603392","9788026211242","2016","Wimmer, Elfriede","cze","Pohodář Tom a já","Easy Tom und ich","Praha","XA-CZ"
"2539","990042370740603392","9788025313534","2012","Brezina, Thomas","cze","Poklad Černého žraloka","<<Der>> Schatz des Schwarzen Hais","Praha","XA-CZ"
"2540","990051017540603392","9788056402870","2017","Brezina, Thomas","slo","Poklad na Bobrej rieke","Schatzjagd am Biberfluss","V Bratislave","XA-SK"
"2541","9958491254303338","9788056403693","2017","Brezina, Thomas","slo","Poklad v pirátskej pevnosti","<<Der>> Schatz in der schwarzen Festung","Bratislava","XA-SK"
"2543","990045988680603392","9785890914705","2013","Grill, Andrea","rus","Poleznoe s prekrasnym","<<Das>> Schöne und das Notwendige","Sankt-Peterburg","XA-RU"
"2545","9958938911203338","9788680830704","2022","Seethaler, Robert","srp","Polje","<<Das>> Feld","Beograd","XA-RS"
"2546","990046335960603392","9788375166354","2014","Krautgartner, Brigitte","pol","Polowanie na klasztorny eliksir","<<Die>> Jagd nach dem Klosterelixier","Poznań","XA-PL"
"2548","990043524690603392","9789632632391","2012","Komarek, Alfred","hun","Polt felügyelő sírdogál","Polt muss weinen <<ungar.>>","Budapest","XA-HU"
"2552","990039176150603392","9788080895822","2012","Brezina, Thomas","slo","Pomoc, čarodejná metla!","Hilfe, Hexenbesen im Klassenzimmer!","Bratislava","XA-SK"
"2553","990043069610603392","9788020425584","2012","Brezina, Thomas","cze","Pomoc! Supermozky v ohrožení","Hirnschmatzer beim Supertest!","Praha","XA-CZ"
"2555","990049417680603392","9788000039794","2015","Brezina, Thomas","slo","Pomsta červenej múmie","<<Die>> Rache der roten Mumie","Praha","XA-CZ"
"2556","990039194860603392","9788089210329","2010","Brezina, Thomas","slo","Pomsta grófa Gundolfa","13 Stunden in der Geisterbahn","Bratislava","XA-SK"
"2557","990048048760603392","9788025316900","2013","Brezina, Thomas","cze","Pomsta hraběte Gundolfa","13 Stunden in der Geisterbahn","Praha","XA-CZ"
"2558","9958546067303338","9789632449227","2018","Luhn, Usch","hun","Póniszív - A hercegnö lova","Ponyherz - Das Pferd der Prinzessin","Budapest","XA-HU"
"2559","9958566973503338","9789632449883","2019","Luhn, Usch","hun","Póniszív - Anni megment egy csikót","Ponyherz - Anni rettet das Fohlen","Budapest","XA-HU"
"2560","9958523169003338","9789632448367","2018","Luhn, Usch","hun","Póniszív - Anni talál egy pónit","Ponyherz - Anni findet ein Pony","Budapest","XA-HU"
"2561","9958826773603338","9789635091256","2020","Luhn, Usch","hun","Póniszív - osztálykirándulás pónival","Klassenfahrt mit Pony","Budapest","XA-HU"
"2562","9958566973403338","9789632449890","2019","Luhn, Usch","hun","Póniszív - szellem a csodamezö-birtokon","Ponyherz - Nachts im Stall","Budapest","XA-HU"
"2563","9958807267203338","9789635090600","2019","Luhn, Usch","hun","Póniszív - vladó az iskolaudvaron","<<Ponyherz - ein>> Wildpferd auf dem Pausenhof","Budapest","XA-HU"
"2564","9958546570403338","9789632449210","2018","Luhn, Usch","hun","Póniszív és a nagy díjugrato verseny","Ponyherz und das große Turnier","Budapest","XA-HU"
"2565","9958826773503338","9789635091270","2020","Luhn, Usch","hun","Póniszív megmenti Annit","Ponyherz rettet Anni","Budapest","XA-HU"
"2566","9958523168903338","9789632448374","2018","Luhn, Usch","hun","Póniszív veszélyben","Ponyherz in Gefahr","Budapest","XA-HU"
"2568","990050353740603392","9789176630969","2016","Luhn, Usch","swe","Ponnyhjärta - Anni hittar en vän","Ponyherz - Anni findet ein Pony","[Stockholm]","XA-SE"
"2569","990050326160603392","9789176631379","2016","Luhn, Usch","swe","Ponnyhjärta - den stora tävlingen","Ponyherz und das große Turnier","[Stockholm]","XA-SE"
"2570","990050326230603392","9789176630976","2016","Luhn, Usch","swe","Ponnyhjärta i fara","Ponyherz in Gefahr","[Stockholm]","XA-SE"
"2571","990049511910603392","9788740606348","2016","Luhn, Usch","dan","Ponyhjerte - Anna finder en pony","Ponyherz - Anni findet ein Pony","[Aarhus]","XA-DK"
"2572","9958351361003338","9788740615845","2017","Luhn, Usch","dan","Ponyhjerte - Anna redder det lille føl","Ponyherz - Anni rettet das Fohlen","[Aarhus]","XA-DK"
"2573","9958562469603338","9788740652536","2019","Luhn, Usch","dan","Ponyhjerte - en vildhest i skolegården","Ponyherz - ein Wildpferd auf dem Pausenhof","[Aarhus]","XA-DK"
"2574","9958804879703338","9788740658293","2020","Luhn, Usch","dan","Ponyhjerte - Højby Hovedgård Høhotel","Ponyherz - Heuhotel Hottenhöh","[Aarhus]","XA-DK"
"2575","9958523168803338","9788740620528","2018","Luhn, Usch","dan","Ponyhjerte - om natten i stalden","Ponyherz - Nachts im Stall","[Aarhus]","XA-DK"
"2576","990050316770603392","9788740612790","2016","Luhn, Usch","dan","Ponyhjerte i fare","Ponyherz in Gefahr","[Aarhus]","XA-DK"
"2577","9958819377703338","9788740663556","2020","Luhn, Usch","dan","Ponyhjerte","Ponyherz - Klassenfahrt mit Pony","[Aarhus]","XA-DK"
"2580","9959060403603338","9788740691535","2023","Luhn, Usch","dan","Ponyhjerte ved havet","Ponyherz am Meer","[Aarhus]","XA-DK"
"2586","9959035798703338","9788411482820","2023","Handke, Peter","spa","Por los pueblos","Über die Dörfer","Madrid","XA-ES"
"2588","990049391290603392","978617614.1334","2016","Schuchter, Bernd","ukr","Pora vitriv","Föhntage","Černivci","XA-UA"
"2594","990044363500603392","9782743626402","2013","Rilke, Rainer Maria","fre","Poupées","fail","Paris","XA-FR"
"2595","9958578048803338","9789660381018","2019","Schnitzler, Arthur","ukr","Povernennja Kazanovy","Casanovas Heimfahrt","Charkiv","XA-UA"
"2596","9959094889303338","9786303212012","2023","Handke, Peter","rum","Povestea unui copil","Kindergeschichte","Bucureşti","XA-RO"
"2598","9958800066603338","9788366102361","2020","Handke, Peter","pol","Powitanie rady nadzorczejm","Begrüßung des Aufsichtsrats","Kraków","XA-PL"
"2599","9958967307803338","9789617122343","2022","Janisch, Heinz","slv","Požgečkati se ne moreš sam","Kitzeln kann man sich nicht allein","Medvode","XA-SI"
"2602","990047096090603392","9788025314760","2012","Brezina, Thomas","cze","Pozor, ten pes čaruje!","Hallo, süßer Hexenhund!","Praha","XA-CZ"
"2605","9958778948203338","9789852301312","2020","Kafka, Franz","bel","Pracės","<<Der>> Prozess","Minsk","XA-BY"
"2607","9958884640403338","9788025350416","2021","Brezina, Thomas","cze","Prastará hladomorna","<<Das>> vergessene Verlies","V Praze","XA-CZ"
"2608","990049023750603392","9781612616414","2016","Rilke, Rainer Maria","eng","Prayers of a young poet","fail","Orleans","XD-US"
"2612","9958947503103338","9786192620103","2022","Zweig, Stefan","bul","Preobrazenijat komediant","<<Der>> verwandelte Komödiant","Sofija","XA-BG"
"2616","9958947503003338","9786192620080","2022","Rudoll, Ronald","bul","Prevăplăštenieto","<<Die>> Gespenster-Analyse","Sofija","XA-BG"
"2617","990037759680603392","9785170673056","2010","Kafka, Franz","rus","Prevraščenie","<<Die>> Verwandlung","Moskva","XA-RU"
"2618","9958577373603338","9785041036614","2019","Kafka, Franz","rus","Prevraščenie","<<Die>> Verwandlung","Moskva","XA-RU"
"2623","9958853751303338","9786197362848","2021","Bernhard, Thomas","bul","Pričinata","<<Die>> Ursache","Sofija","XA-BG"
"2624","9958492655103338","9789545532016","2017","Gavran, Miro","bul","Prijateljat na Kafka","Kafkin prijatelj","Sofija","XA-BG"
"2626","9959070811603338","9786082678214","2023","Freudenthaler, Laura","mac","Prikazna za duhovite","Geistergeschichte","Skopje","XA-MK"
"2628","990037884010603392","9788492649440","2010","Roth, Joseph","spa","Primavera de café","Kaffeehaus-Frühling","Barcelona","XA-ES"
"2631","9958926119903338","9782743655846","2022","Rilke, Rainer Maria","fre","Printemps enchanté","fail","Paris","XA-FR"
"2632","9958822278103338","9789733411727","2020","Poznanski, Ursula","rum","Prinţesa cea mai cea","<<Die>> allerbeste Prinzessin","Bucureşti","XA-RO"
"2633","990038246500603392","9783937467481","2010","SaintExupéry, Antoine <<de>>","ger","Daz Prinzelîn","<<Le>> petit prince <dt., mittelhochdt.>","Neckarsteinach","XA-DE-HE"
"2634","9958975107003338","9788075477989","2021","Herrig, Michael","ger","Die Prinzessin Sissi","fail","Dubicko","XA-CZ"
"2639","990050060550603392","9788000044187","2016","Brezina, Thomas","cze","Příšera z laguny","<<Die>> Monstermaske der Lagune","V Praze","XA-CZ"
"2640","990045990990603392","9789989189760","2010","Canetti, Elias","mac","Prisluškuvač","<<Der >> Ohrenzeuge","Skopje","XA-MK"
"2641","990047096500603392","9788020425591","2012","Brezina, Thomas","cze","Přísně tajné! Vejce z vesmíru","Streng geheim! Das Ei aus dem All","Praha","XA-CZ"
"2642","990049801690603392","9788025328651","2016","Brezina, Thomas","cze","Přízrak černého obra","<<Die>> Wüste des schwarzen Riesen","Praha","XA-CZ"
"2643","990046987930603392","9788000034607","2014","Brezina, Thomas","cze","Přízrak na stadionu","<<Die>> Knickerbocker-Bande: Spuk im Stadion","V Praze","XA-CZ"
"2644","990039195610603392","9788080893101","2012","Brezina, Thomas","slo","Prízraky bez tváre","Schreckensnacht im Spukhotel","Bratislava","XA-SK"
"2646","990049535600603392","9788617193322","2016","Kafka, Franz","srp","Proces","<<Der>> Prozess","Beograd","XA-SP"
"2647","9958899745303338","9788686683588","2011","Kafka, Franz","srp","Proces","<<Der>> Prozess","Beograd","XA-RS"
"2648","9958910325803338","9786082435411","2022","Kafka, Franz","mac","Proces","<<Der>> Prozess","Skopje","XA-MK"
"2649","990049546320603392","9788644706878","2016","Kafka, Franz","srp","Proces","<<Der>> Prozess","Beograd","XA-RS"
"2658","9958504570903338","9782359052671","2017","Kafka, Franz","fre","Le procès","<<Der>> Prozess","Paris","XA-FR"
"2664","990045667490603392","9788676741908","2013","Kafka, Franz","srp","Proces","<<Der>> Prozess","Beograd","XA-SP"
"2667","9958570779403338","9789660385719","2019","Kafka, Franz","ukr","Proces","<<Der>> Prozess","Charkiv","XA-UA"
"2670","9958026966803338","9789995630799","2010","Kafka, Franz","alb","Procesi","<<Der>> Prozess","Tiranë","XA-AL"
"2675","9958807240903338","9785171203740","2020","Kafka, Franz","rus","Process","<<Der>> Prozess","Moskva","XA-RU"
"2700","990037748810603392","9789612317836","2010","Glattauer, Daniel","slv","Proti severnemu vetru","Gut gegen Nordwind","Ljubljana","XA-SI"
"2702","9958555040203338","9788366272194","2019","Kafka, Franz","pol","Prozy utajone","fail","Warszawa","XA-PL"
"2706","990045973390603392","9788835028154","2011","Bleuler, Eugen","ita","La psicanalisi di Freud","<<Die>> Psychanalyse Freuds","Brescia","XA-IT"
"2707","9959063505903338","9788652148394","2023","Handke, Peter","srp","Psovanje publike i druge drame","Publikumsbeschimpfung und andere Sprechstücke","Beograd","XA-RS"
"2708","990038257050603392","9788508091881","2010","Brezina, Thomas","por","Psssiu ... é segredo!","fail","São Paulo","XD-BR"
"2709","9958492640003338","9788494678783","2017","Lubomirski, Karl","spa","La puerta","<<Das>> Tor","Siero - Asturias","XA-ES"
"2711","990047074780603392","9788025320693","2014","Brezina, Thomas","cze","Půlnoční setkání","Geheimtreff Schule - Mitternacht","Praha","XA-CZ"
"2713","9958798578103338","9786197362664","2020","Rudoll, Ronald","bul","Pusnatata brimka","<<Die>> Laufmasche","Sofija","XA-BG"
"2719","990042342230603392","9789600410426","2011","Kafka, Franz","gre","O pyrgos","<<Das>> Schloss <griech., neugriech.>","Athēna","XA-GR"
"2720","990047234110603392","9787533278823","2014","Nöstlinger, Christine","chi","Qin ai de mo gui xian sheng","<<Der>> liebe Herr Teufel","Ji nan","XB-CN"
"2721","990048800450603392","9787115391612","2015","Brezina, Thomas","chi","Qiu chang gui guai","<<Das>> Phantom auf dem Fussballplatz","Bei jing","XB-CN"
"2731","990044102320603392","9786074718515","2011","Nöstlinger, Christine","spa","Querida abuela ... tu Susi","Liebe Oma, deine Susi","México, D.F.","XD-MX"
"2732","9958493247203338","9789875734548","2017","Nöstlinger, Christine","spa","Querida Susi, querido Paul","Liebe Susi, lieber Paul!","Buenos Aires","XD-AR"
"2733","9958549575703338","9788491077909","2018","Nöstlinger, Christine","spa","Querida Susi, querido Paul","Liebe Susi, lieber Paul","Boadilla del Monte, Madrid","XA-ES"
"2749","990049389630603392","9789533320106","2013","Rabinowich, Julya","hrv","Rascijepljenost","Spaltkopf","Zagreb","XA-HR"
"2750","990046346670603392","9785000830574","2014","Nöstlinger, Christine","rus","Rasskazy pro Franca i bolezni","Krankengeschichten vom Franz","Moskva","XA-RU"
"2751","9958497366703338","9785000833629","2017","Nöstlinger, Christine","rus","Rasskazy pro Franca i čušnuju čus'","Quatschgeschichten vom Franz","Moskva","XA-RU"
"2752","990051022370603392","9785000832080","2016","Nöstlinger, Christine","rus","Rasskazy pro Franca i dedušku","Opa-Geschichten vom Franz","Moskva","XA-RU"
"2753","9958497366603338","9785000833810","2017","Nöstlinger, Christine","rus","Rasskazy pro Franca i družbu","Freundschaftsgeschichten vom Franz","Moskva","XA-RU"
"2754","990051022380603392","9785000832677","2016","Nöstlinger, Christine","rus","Rasskazy pro Franca i futbol","Fußballgeschichten vom Franz","Moskva","XA-RU"
"2755","990046346750603392","9785000830536","2014","Nöstlinger, Christine","rus","Rasskazy pro Franca i kanikuly","Feriengeschichten vom Franz","Moskva","XA-RU"
"2756","990050288780603392","9785000830659","2014","Nöstlinger, Christine","rus","Rasskazy pro Franca i ljubov'","Liebesgeschichten vom Franz","Moskva","XA-RU"
"2757","990051022390603392","9785000833353","2017","Nöstlinger, Christine","rus","Rasskazy pro Franca i lošadej","Pferdegeschichten vom Franz","Moskva","XA-RU"
"2758","990051022360603392","9785000832073","2016","Nöstlinger, Christine","rus","Rasskazy pro Franca i mladenca","Baby-Geschichten vom Franz","Moskva","XA-RU"
"2759","990049383790603392","9785000832028","2015","Nöstlinger, Christine","rus","Rasskazy pro Franca i Roždestvo","Weihnachtsgeschichten vom Franz","Moskva","XA-RU"
"2760","990046346820603392","9785905876875","2014","Nöstlinger, Christine","rus","Rasskazy pro Franca i školu","Schulgeschichten vom Franz","Moskva","XA-RU"
"2761","990049383820603392","9785000832066","2015","Nöstlinger, Christine","rus","Rasskazy pro Franca i sobaku","Hundegeschichten vom Franz","Moskva","XA-RU"
"2762","990051022340603392","9785000833599","2017","Nöstlinger, Christine","rus","Rasskazy pro Franca i televizor","Fernsehgeschichten vom Franz","Moskva","XA-RU"
"2764","990046346900603392","9785905876431","2013","Nöstlinger, Christine","rus","Rasskazy pro Franca","Geschichten vom Franz","Moskva","XA-RU"
"2765","9958497366503338","9785000833803","2017","Nöstlinger, Christine","rus","Rasskazy pro Franca-detektiva","Detektivgeschichten vom Franz","Moskva","XA-RU"
"2767","9958513788103338","9788740606164","2016","Bansch, Helga","dan","Ravnen Rosa","<<Die>> Rabenrosa","[Århus]","XA-DK"
"2768","990046341570603392","9789545275463","2013","Andrić, Ivo","bul","Razkaz za slona na vezira","Priča o vezirovom slonu","Sofija","XA-BG"
"2769","990046341530603392","9789542810209","2011","Andrić, Ivo","bul","Razkazi za osobnjacite i malkite chora","fail","Sofija","XA-BG"
"2771","990050753980603392","9783499273193","2017","Wray, John","ger","Die rechte Hand des Schlafes","<<The>> right hand of sleep","Reinbek bei Hamburg","XA-DE"
"2772","9959008909203338","9782851819154","2017","Bernhard, Thomas","fre","Le Réformateur","<<Der>> Weltverbesserer","Paris","XA-FR"
"2776","9959014410303338","9788419135100","2022","Wolfsgruber, Linda","spa","El regalo rojo","<<Das>> rote Paket","Madrid, España","XA-ES"
"2782","990037882200603392","9783423191326","2011","Szerb, Antal","ger","Reise im Mondlicht","Utas és holdvilág","München","XA-DE"
"2783","990057714220603392","9783038200420","2017","Bail, Murray","ger","Die Reise","<<The>> voyage","Zürich","XA-CH"
"2784","990037884180603392","9783882215526","2012","Fejtö, François","ger","Reise nach Gestern","fail","Berlin","XA-DE"
"2787","990042342340603392","9789606715860","2010","Rilke, Rainer Maria","gre","Rekbiem gia mia philē kai gia ton Bolph Gkraph phon Kάlkroït","fail","Athēna","XA-GR"
"2788","9958541879603338","9785778405110","2018","Zauner, Friedrich Ch.","rus","Rekviem","Als er anklopfte, mit seiner Knochenhand","Moskva","XA-RU"
"2791","990036563470603392","9783442740482","2010","Tallis, Frank","ger","Rendezvous mit dem Tod","Deadly communion","München","XA-DE-BY"
"2792","990049571260603392","9789523392861","2016","Salten, Felix","fin","Renni pelastaa!","Renni der Retter","Helsinki","XA-FI"
"2797","9958490855003338","9780857425072","2018","Mayröcker, Friederike","eng","Requiem for Ernst Jandl","fail","London","XA-GB"
"2800","9958941303003338","9781803090672","2022","Bernhard, Thomas","eng","The rest is slander","fail","London","XA-GB"
"2803","9958800276503338","9791034902972 (br)","2019","Lothar, Ernst","fre","Revenir à Vienne","<<Die>> Rückkehr","Paris","XA-FR"
"2808","9958837258203338","9783905804904","2018","ʿAbūd, Ḥamad","ara","Der Ritter der Schlüssel","Fāris al-māfātīḥ","Basel, Switzerland","XA-CH"
"2809","9959017482503338","9788822907332","2021","Bernhard, Thomas","ita","Ritter, Dene, Voss","Ritter, Dene, Voss","Macerata","XA-IT"
"2811","990051017530603392","9788508151325","2017","Brezina, Thomas","por","Os robôs medievais","<<Die>> Ritter-Robots","São Paulo, SP","XD-BR"
"2813","990042802770603392","9781908968319","2012","Stifter, Adalbert","eng","Rock crystal","Bergkristall","London","fail"
"2815","990043091650603392","9781908323101","2013","Gruber, Sabine","eng","Roman elegy","Stillbach oder Die Sehnsucht","London","XA-GB"
"2816","9959004505003338","9782957705450","2023","Jonke, Gert","fre","Roman géométrique de terroir","Geometrischer Heimatroman","[Broye]","XA-FR"
"2817","990043698910603392","9782070116768","2013","Zweig, Stefan","fre","Romans, nouvelles et récits","fail","[Paris]","XA-FR"
"2818","990043390220603392","9782070137589","2013","Zweig, Stefan","fre","Romans, nouvelles et récits","fail","[Paris]","XA-FR"
"2819","990049987570603392","9782354133351","2016","Zwerger, Lisbeth","fre","Roméo et Juliette","Romeo & Juliet","Paris","XA-FR"
"2822","9958807472503338","9788898519842","2020","Nöstlinger, Christine","ita","Rosa Riedl, fantasma custode","Rosa Riedl, Schutzgespenst","[Roma]","XA-IT"
"2824","9958952911103338","9783895613890","2021","Jergović, Miljenko","ger","Der rote Jaguar","Herkul","Frankfurt am Main","XA-DE-HE"
"2825","990036736510603392","9781901285116","2010","Zweig, Stefan","eng","The royal game","Schachnovelle","London","XA-GB"
"2826","9959024009503338","9786192620271","2023","Horváth, Ödön ","bul","Rožba na našeto vreme","<<Ein>> Kind unserer Zeit","Sofija","XA-BG"
"2828","9958965095703338","9788395987540","2021","Rilke, Rainer Maria","pol","Różo, czysta sprzeczności ...","fail","Pieszyce","XA-PL"
"2832","990045920000603392","9788080897413","2013","Brezina, Thomas","slo","Rytiersky turnaj","Wundertrank und Geisterschrank","Bratislava","XA-SK"
"2833","9958491061303338","9788025334232","2017","Brezina, Thomas","cze","Rytíř z pravěku","Saurier im Blech-Pyjama","Praha","XA-CZ"
"2834","990047098880603392","9788025318126","2013","Brezina, Thomas","cze","Rytířský turnaj","Wundertrank und Geisterschrank","Praha","XA-CZ"
"2837","9959032505303338","9788651925934","2022","Kafka, Franz","srp","Sabrana dela","fail","Beograd","XA-RS"
"2838","9959032505203338","9788651925941","2022","Kafka, Franz","srp","Sabrana dela","fail","Beograd","XA-RS"
"2839","9959032505103338","9788651925958","2022","Kafka, Franz","srp","Sabrana dela","fail","Beograd","XA-RS"
"2840","990037892490603392","9789543203123","2010","Bernhard, Thomas","bul","Săbrani piesi","fail","Sofija","XA-BG"
"2841","990037892500603392","9789543203130","2010","Bernhard, Thomas","bul","Săbrani piesi","fail","Sofija","XA-BG"
"2842","990038947150603392","9789543203444","2010","Bernhard, Thomas","bul","Săbrani piesi","fail","Sofija","XA-BG"
"2845","9958496961803338","9789532362312","2014","Bruckner, Karl","hrv","Sadako hoće živjeti","Sadako will leben","Varaždin","XA-HR"
"2846","990049592730603392","9789934054693","2016","Archer, Ursula","lav","Saeculum","Saeculum","[Riga]","XA-LV"
"2852","990045604770603392","9788025317488","2013","Brezina, Thomas","cze","Safari v ohrožení","<<Die>> Monster-Safari","Praha","XA-CZ"
"2854","990049801060603392","9784779304651","2015","Grieser, Dietmar","jpn","Saigo no koi","<<Das>> späte Glück","Tōkyōto","XB-JP"
"2855","990049013230603392","9781782271680","2016","Perutz, Leo","eng","Saint Peter's snow","St. Petri-Schnee","London","XA-GB"
"2857","990049197760603392","9786054603312","2013","Nöstlinger, Christine","tur","Saklı miras","Spürnase Jakob-Nachbarkind","İstanbul","XB-TR"
"2861","990049809810603392","9789172997295","2015","Poznanski, Ursula","swe","Sammansvärjningen","<<Die>> Verschworenen","Bromma","XA-SE"
"2862","9958493261703338","9785917595672","2017","Nöstlinger, Christine","rus","Samo soboj i voobšče","Sowieso und überhaupt","Moskva","XA-RU"
"2863","9958545972103338","9786197392302","2019","Mayröcker, Friederike","bul","Samo žestoko sedja","Ich sitze nur grausam da","Sofija","XA-BG"
"2864","990050835610603392","9788025331446","2017","Brezina, Thomas","cze","Samurajův meč","<<Das>> Schwert des Samurai","Praha","XA-CZ"
"2865","990037393400603392","9783446208902","2011","Schulz, Bruno","ger","Das Sanatorium zur Sanduhr","Sanatorium pod klepsydrą","München","XA-DE"
"2866","990042365170603392","9783423142069","2013","Schulz, Bruno","ger","Das Sanatorium zur Sanduhr","Sanatorium pod klepsydrą","München","XA-DE"
"2868","9958864542003338","9783747201077","2020","McClanahan, Scott","ger","Sarah","<<The>> Sarah book","Cadolzburg","XA-DE-BY"
"2875","9958558924103338","9786053606116","2019","Zweig, Stefan","tur","Satranç","Schachnovelle","İstanbul","XB-TR"
"2877","9959031196903338","9781803092584","2023","Bernhard, Thomas","eng","Save yourself if you can","<<Der>> Ignorant und der Wahnsinnige","London","XA-GB"
"2885","9959085091403338","9783627003180","2024","Toussaint, JeanPhilippe","ger","Das Schachbrett","<<L'>>échiquier","Frankfurt am Main","XA-DE-HE"
"2887","990049397480603392","9783868739657","2016","Humeau, Thomas","ger","Die Schachnovelle","<<Le>> joueur d'échecs","München","XA-DE"
"2888","9958269977303338","9783863561895","2018","Christi, Aura","ger","Schmucklose Gärten","Grădini austere","Ludwigsburg","XA-DE-BW"
"2889","990038072270603392","9783492054638","2011","Márai, Sándor","ger","Die Schwester","<<A>> nóvér","München [u.a.]","XA-DE-BY"
