"","IDN","ISBN","year","author","language","title","uniform.title","publisher","country"
"728","990049389420603392","9789532601183","2010","Altenberg, Peter","hrv","Don Juan","fail","Zagreb","XA-HR"
"729","9958687362703338","9789939764658","2020","Handke, Peter","arm","Don Žowan","Don Juan","Erewan","XB-AM"
"730","990045991060603392","9786082232638","2013","Handke, Peter","mac","Don Žuan","Don Juan","Skopje","XA-MK"
"731","990049777740603392","9788494391309","2015","Wassermann, Jakob","spa","Doña Juana de Castilla","Donna Johanna von Kastilien","[Madrid]","XA-ES"
"732","9958580676203338","9789046825181","2019","Fallwickl, Mareike","dut","Donkergroen bijna zwart","Dunkelgrün fast schwarz","[Amsterdam]","XA-NL"
"733","9958965497003338","9788856684322","2022","Baldini, Laura","ita","La donna che insegnava la libertà","Lehrerin einer neuen Zeit","Milano","XA-IT"
"734","9959085496503338","9788823525559","2020","Handke, Peter","ita","La donna mancina","<<Die>> linkshändige Frau","Milano","XA-IT"
"735","9959081208703338","9788823532892","2023","Handke, Peter","ita","La donna mancina","<<Die>> linkshändige Frau","Milano","XA-IT"
"736","990048443510603392","9783423144506","2015","Ephrussi, Elisabeth ","ger","Donnerstags bei Kanakis","<<The>> exiles return","München","XA-DE"
"737","990049752710603392","9788086911472","2015","Kafka, Franz","cze","Dopis otci","fail","Praha","XA-CZ"
"738","9958866073503338","9783869712383","2021","Dostoevskij, Fëdor Michajlovič","ger","Der Doppelgänger","Dvojnik","Köln","XA-DE-NW"
"739","990043529090603392","9788817127646","2010","Schnitzler, Arthur","ita","Doppio sogno","Traumnovelle","Milano","XA-IT"
"740","990037760630603392","9785751609139","2011","Roth, Joseph","rus","Dorogi evrejskich skitanij","Juden auf Wanderschaft","Moskva","XA-RU"
"741","990049987620603392","9788688617888","2015","Slavković, Aleksandar","srp","Doseljenik","<<The>> immigrant","Beograd","XA-SP"
"742","9958947493503338","9788075933980","2022","Moestl, Bernhard","cze","Dračí chrám","<<Der>> Drachentempel","Praha","XA-CZ"
"743","990047096810603392","9788025316863","2013","Brezina, Thomas","cze","Dračí pohár","Drachenblut und Wildschweinmut","Praha","XA-CZ"
"744","990046232580603392","9789993186908","2013","Setz, Clemens J.","rum","Dragostea în vremea Copilului din Mahlstadt","<<Die>> Liebe zur Zeit des Mahlstädter Kindes","Bucureşti","XA-RO"
"745","9958923240003338","9788366102828","2021","Canetti, Elias","pol","Dramaty","Dramen","Kraków","XA-PL"
"746","9958848757103338","9788307035116","2021","Bernhard, Thomas","pol","Dramaty","fail","Warszawa","XA-PL"
"747","9958802768703338","fail","2020","Bernhard, Thomas","pol","Dramaty","Dramen","Warszawa","XA-PL"
"748","9958807174703338","9788307034744","2020","Bernhard, Thomas","pol","Dramaty","fail","Warszawa","XA-PL"
"749","9958532278603338","fail","2018","Schmidt, Volker","pol","Dramaty","fail","Warszawa","XA-PL"
"750","9958532278803338","9788360699393","2018","Schmidt, Volker","pol","Dramaty","Blick aus dem Fenster","Warszawa","XA-PL"
"751","9958532278703338","9788360699409","2018","Schmidt, Volker","pol","Dramaty","Kaltes Herz","Warszawa","XA-PL"
"752","990057741350603392","9789542915041","2011","Berger, Herbert","bul","Drechata pravi trupa","Drechata pravi trupa","Sofija","XA-BG"
"753","990050069380603392","9783864060762","2017","Greene, Graham","ger","Der dritte Mann","<<The>> third man","Frankfurt am Main","XA-DE-HE"
"754","9959014411603338","9788743403135","2022","Baldini, Laura","dan","En drøm om skønhed","<<Ein>> Traum von Schönheit","København","XA-DK"
"755","9959009077803338","9789020416527","2021","Schnitzler, Arthur","dut","Droomnovelle en andere verhalen","Traumnovelle und andere Erzählungen","Amsterdam","XA-NL"
"756","990043986170603392","9785752528514","2013","Kubin, Alfred","rus","Drugaja storona","<<Die>> andere Seite","Moskva [u.a.]","XA-RU"
"757","9958874152103338","9788652138937","2020","Handke, Peter","srp","Drugi mač","<<Das>> zweite Schwert","Beograd","XA-RS"
"758","9958852857203338","9788366102569","2021","Handke, Peter","pol","Drugi miecz","<<Das>> zweite Schwert","Kraków","XA-PL"
"759","9958544878203338","9788711902325","2018","Kehlmann, Daniel","dan","Du skulle være gået","Du hättest gehen sollen","København","XA-NO"
"760","9958807472603338","9788056612781","2019","Brezina, Thomas","slo","Duchovia vlkov","<<Das>> Geheimnis der Geisterwölfe","Bratislava","XA-SK"
"761","990049417570603392","9788836814275","2015","Zweig, Stefan","ita","Due amori","fail","Bagno a Ripoli (Firenze)","XA-IT"
"762","9958512571703338","9788845931444","2017","LernetHolenia, Alexander","ita","Due Sicilie","Beide Sizilien","Milano","XA-IT"
"763","9958549665503338","9786059328173","2016","Zweig, Stefan","tur","Dünün dünyası","<<Die>> Welt von Gestern","Kızılay/Ankara","XB-TR"
"764","9958558279003338","9789750739002","2019","Kehlmann, Daniel","tur","Dünyanın ölçümü","<<Die>> Vermessung der Welt","Galatasaray, İstanbul","XB-TR"
"765","9959021706803338","9788416948468","2020","Rilke, Rainer Maria","cat","Dues històries de Praga","Zwei Prager Geschichten","Martorell","XA-ES"
"766","9958894540303338","9781912524389","2019","Rilke, Rainer Maria","eng","Duino elegies","Duineser Elegien","Beeston, Nottingham","XA-GB"
"767","990038162150603392","9789185725120","2010","Rilke, Rainer Maria","swe","Duinoelegier","Duineser Elegien","Stockholm","XA-SE"
"768","9958506173303338","9789522155801","2015","Rilke, Rainer Maria","fin","Duinon elegioita","Duineser Elegien","[Helsinki]","XA-FI"
"769","9958564959303338","9785000834411","2018","Nöstlinger, Christine","rus","Dujbol-privet!","Rüb-rüb-hurra!","Moskva","XA-RU"
"770","9958523169303338","9788466333542","2016","Hochgatterer, Paulus","spa","La dulzura de la vida","<<Die>> Süße des Lebens","[Barcelona]","XA-ES"
"771","990050300720603392","9788024255361","2017","Aichner, Bernhard","cze","Dům smrti","Totenhaus","Praha","XA-CZ"
"772","9958632076603338","9789933540944","2019","Handke, Peter","ara","Dūn Ǧūyān","Don Juan","Dimašq","XB-SY"
"773","9958995004103338","9789523880528","2022","Menasse, Eva","fin","Dunkelblum","Dunkelblum","Helsinki","XA-FI"
"774","9958995004003338","9788232804658","2023","Menasse, Eva","nor","Dunkelblum","Dunkelblum","Oslo","XA-NO"
"775","9958954190103338","9789025472269","2022","Menasse, Eva","dut","Dunkelblum zwijgt","Dunkelblum","Amsterdam","XA-NL"
"776","9958507278203338","9787115475091","2018","Brezina, Thomas","chi","Duo ming hai tan","<<Die>> Festung der Haie","Bei jing","XB-CN"
"777","990049796900603392","9787115410658","2016","Brezina, Thomas","chi","Duo ming mu nai yi","<<Das>> Mumienauto","Bei jing","XB-CN"
"778","9958558858703338","9788087545577","2018","Köhlmeier, Michael","cze","Dva pánové na pláži","Zwei Herren am Strand","Ve Zlíně","XA-CZ"
"779","9959032210303338","9788652148042","2023","Zweig, Stefan","srp","Dvadeset četiri časa iz života jedne žene i druge priče","Vierundzwanzig Stunden aus dem Leben einer Frau","Beograd","XA-RS"
"780","9959031500503338","9788681800089","2020","Zweig, Stefan","srp","Dvadeset četiri časa jedne žene","Vierundzwanzig Stunden aus dem Leben einer Frau","Niš","XA-RS"
"781","9958513751203338","9786197362343","2018","Gauß, KarlMarkus","bul","Dvajset leva ili smărt","Zwanzig Lewa oder tot","Sofija","XA-BG"
"782","9958893045303338","9788685339509","2019","Steiner, Rudolf","srp","Dveri posvećenja","fail","Beograd","XA-RS"
"783","990049060620603392","9789545400964","2014","Kappacher, Walter","bul","Dvorecăt na muchite","<<Der>> Fliegenpalast","Sofija","XA-BG"
"784","9959070810803338","9786082479668","2017","Kappacher, Walter","mac","Dvorecot na muvite","<<Der>> Fliegenpalast","Skopje","XA-MK"
"785","9959070807203338","9786192620301","2023","Vögel, Stefan","bul","Dvuposočna ljubov","Zweimal Liebe retour","Sofija","XA-BG"
"786","990047035310603392","9789045202105","2013","Augustin, Anita","dut","Dwerg aan de winkel","<<Der>> Zwerg reinigt den Kittel","Uithoorn","XA-NL"
"787","9958496968603338","9791195847419","2017","Nöstlinger, Christine","kor","Dwi ba kkwin gyo hwan hag saeng","<<Das>> Austauschkind","Seo ul si","XB-KR"
"788","9958599478203338","9788771513936","2019","Menasse, Eva","dan","Dyr for viderekomne","Tiere für Fortgeschrittene","[København]","XA-DK"
"789","9958888254603338","9788366511316","2021","Zweig, Stefan","pol","Dziewczyna z poczty","Rausch der Verwandlung","Łódź","XA-PL"
"790","990042801340603392","9788377476383","2012","Zweig, Stefan","pol","Dziewczyna z poczty","Rausch der Verwandlung","Warszawa","XA-PL"
"791","9958541554503338","9788328060135","2018","Essad","pol","Dziewczyna znad Złotego Rogu","<<Das>> Mädchen vom Goldenen Horn","Warszawa","XA-PL"
"792","9958887421203338","9788025354063","2021","Brezina, Thomas","cze","Džin z kouzelné lampy","<<Ein>> Fall für dich und das Tiger Team - Der Dämon in der Wunderlampe","Praha","XA-CZ"
"793","9958513872303338","9789857140749","2018","Köhlmeier, Michael","bel","Dzjaŭčynka z naparstkam","<<Das>> Mädchen mit dem Fingerhut","Minsk","XA-BY"
"794","9959005410603338","9791281270022","2023","Donhauser, Michael","ita","E come mani erano i miei occhi","Und es waren wie Hände meine Augen","Venezia","XA-IT"
"795","9958919235403338","9788836291366","2021","Rabinowich, Julya","ita","E in mezzo: io","Dazwischen: ich","Nardò (LE)","XA-IT"
"796","990049796910603392","9787115423436","2016","Brezina, Thomas","chi","E ling qi xi de gu bao","<<Der>> Totenkopf-Helm","Bei jing","XB-CN"
"797","990048808130603392","9787115391711","2015","Brezina, Thomas","chi","E meng zhi sheng ji","<<Der>> Alptraum-Helikopter","Bei jing","XB-CN"
"798","990047358880603392","9788937490699","2014","Kehlmann, Daniel","kor","E peu","F","Seo ul","XB-KR"
"799","990038943410603392","9789632363684","2011","Stangl, Thomas","hun","Az egyetlen hely","<<Der>> einzige Ort","Budapest","XA-HU"
"800","990049793370603392","9789632633688","2013","Fritsch, Gerhard","hun","Az egyszarvú","Gesammelte Gedichte","Budapest","XA-HU"
"801","990049825700603392","9783351036645","2017","Vogel, David","ger","Eine Ehe in Wien","Chaie nissuim","Berlin","XA-DE-BE"
"802","990048235960603392","9783492055987","2015","Márai, Sándor","ger","Die Eifersüchtigen","<<A>> féltékenyek","München","XA-DE"
"803","9958593571903338","9784885880988","2019","Aichinger, Ilse","jpn","Eiga to saiyaku","Film und Verhängnis","Tōkyō","XB-JP"
"804","9959002603403338","9783518431221","2023","Karahasan, Dževad","ger","Einübung ins Schweben","Uvod u lebdenje","Berlin","XA-DE-BE"
"805","9958497167903338","9789631436075","2017","Kehlmann, Daniel","hun","El kellett volna menned","Du hättest gehen sollen","Budapest","XA-HU"
"806","990037085820603392","9789545297496","2010","Haas, Wolf","bul","Ela, sladka smărt","Komm, süßer Tod","Sofija","XA-BG"
"807","9958540772703338","9785386106737","2018","Poznanski, Ursula","rus","Ėlanus","Elanus","Moskva","XA-RU"
"808","9958811378403338","9786065767997","2019","Poznanski, Ursula","rum","Elanus","Elanus","Bucureşti","XA-RO"
"809","9958538280603338","9789047710257","2018","Poznanski, Ursula","dut","Elanus","Elanus","Rotterdam","XA-NL"
"810","990049336340603392","9788416358236","2016","Rilke, Rainer Maria","ger","Elegías de Duino","Duineser Elegien","Madrid","XA-ES"
"811","990046336640603392","9788371510304","2011","Rilke, Rainer Maria","pol","Elegie duinejskie","Duineser Elegien","Warszawa","XA-PL"
"812","990057794680603392","9788074652578","2017","Rilke, Rainer Maria","cze","Elegie z Duina ; Sonety Orfeovi","Duineser Elegien","Červený Kostelec","XA-CZ"
"813","9958919208803338","9791030416442","2022","Rilke, Rainer Maria","fre","Elégies de Duino","Duineser Elegien","Paris","XA-FR"
"814","9958800276803338","9782757882849","2020","Rilke, Rainer Maria","fre","Les élégies de Duino","fail","Paris","XA-FR"
"815","990051194550603392","9785987127568","2017","Rilke, Rainer Maria","rus","Ėlegii i drugie stichotvorenija","fail","Moskva","XA-RU"
"816","990050383250603392","9782889273706","2016","Torberg, Friedrich","fre","L'élève Gerber","<<Der>> Schüler Gerber","Carouge-Genève","XA-CH"
"817","9958506172403338","9788477275640","2015","Zweig, Stefan","cat","L' embriaguesa de la metamorfosi","Rausch der Verwandlung","Barcelona","XA-ES"
"818","990045428140603392","9783847730064","2014","Glatstein, Jacob","ger","Emil und Karl","fail","Berlin","XA-DE"
"819","990043237130603392","9789633101315","2012","Schwarzenegger, Arnold","hun","Emlékmás","Total recall","Budapest","XA-HU"
"820","990049391520603392","9786176141389","2016","Scholl, Susanne","ukr","Emma movčitʹ","Emma schweigt","Černivci","XA-UA"
"821","990049573740603392","9781908670304","2016","Stift, Linda","eng","The empress and the cake","fail","London","XA-GB"
"822","990048503740603392","9788420691626","2014","Bernhard, Thomas","spa","En busca de la verdad","<<Der>> Wahrheit auf der Spur","Madrid","XA-ES"
"823","9958496969303338","9789631436341","2017","Kehlmann, Daniel","hun","Én és Kaminski","Ich und Kaminski","Budapest","XA-HU"
"824","9958026974603338","9789873743856","2017","Bernhard, Thomas","spa","En las alturas","In der Höhe","Buenos Aires","XD-AR"
"825","990048314200603392","9788497168434","2013","SacherMasoch, Leopold ","spa","El encuadernador de Hort y otros cuentos judíos","fail","Palma (España)","XA-ES"
"826","9959003602903338","9788417346652","2020","Zweig, Stefan","spa","Encuentros con libros","Begegnungen mit Büchern","Barcelona","XA-ES"
"827","990039501180603392","9789543572267","2014","Lechner, Auguste","bul","Eneida","Änäas","[Sofija]","XA-BG"
"828","990044100300603392","9782354131180","2011","fail","fre","Un enfant est un enfant","fail","[Paris]","XA-FR"
"829","990049139960603392","9782070179930","2016","Bernhard, Thomas","fre","Un enfant","Ein Kind","Paris","XA-FR"
"830","9958496162903338","9782012028746","2013","Golabek, Mona","fre","Les enfants de Willesden Lane","<<The>> Children of Willesden Lane","Paris","XA-FR"
"831","9958500465603338","9783899300307","2016","Agosín, Marjorie","ger","Engel der Erinnerung","Entre los ángeles de la memoria","Berlin","XA-DE"
"832","9958564958303338","9789059368576","2019","Haderlap, Maja","dut","De engel van het vergeten","Engel des Vergessens","Amsterdam","XA-NL"
"833","990042805870603392","9789928117045","2012","Zauner, Friedrich Ch.","alb","Enigma","Scharade","[Lushnjë]","XA-AL"
"834","990038912860603392","9781572411814","2011","Bachmann, Ingeborg","eng","Enigma","fail","Riverside, Calif.","XD-US"
"835","990044610410603392","9788467510751","2011","Brezina, Thomas","spa","El enigma Vincent","Wer findet Vincents Farbenschatz?","Boadilla del Monte (Madrid)","XA-ES"
"836","9958812076103338","9788574483108","2019","Handke, Peter","por","Ensaio sobre a jukebox","Versuch über die Jukebox","São Paulo","XD-BR"
"837","9958835753603338","9786586068191","2020","Handke, Peter","por","Ensaio sobre o cansaço","Versuch über die Müdigkeit","São Paulo","XD-BR"
"838","9958835753503338","9786586068207","2020","Handke, Peter","por","Ensaio sobre o dia exitoso","Versuch über den geglückten Tag","São Paulo","XD-BR"
"839","9958631866803338","9788574482781","2019","Handke, Peter","por","Ensaio sobre o louco por cogumelos","Versuch über den Pilznarren","Barra Funda","XD-BR"
"840","9958506175303338","9788491046370","2017","Handke, Peter","spa","Ensayo sobre el cansancio","Versuch über die Müdigkeit","Madrid","XA-ES"
"841","9958550770603338","9788491815143","2019","Handke, Peter","spa","Ensayo sobre el día logrado","Versuch über den geglückten Tag","Madrid","XA-ES"
"842","9958550770503338","9788491815136","2019","Handke, Peter","spa","Ensayo sobre el jukebox","Versuch über die Jukebox","Madrid","XA-ES"
"843","9958550770703338","9788491815129","2019","Handke, Peter","spa","Ensayo sobre el loco de las setas","Versuch über den Pilznarren","Madrid","XA-ES"
"844","9958599477203338","9788491817093","2019","Handke, Peter","spa","Ensayo sobre el Lugar Silencioso","Versuch über den Stillen Ort","Madrid","XA-ES"
"845","9958546573303338","9788491041047","2015","Handke, Peter","spa","Ensayo sobre el lugar silencioso","Versuch über den Stillen Ort <Español>","Madrid","XA-ES"
"846","990048907840603392","9788998120245","2015","Hartlieb, Petra","kor","Eo neu nal seo jeom ju in i doe eoss seub ni da","Meine wundervolle Buchhandlung","Seo ul","XB-KR"
"847","990047359160603392","9789605050382","2012","Zweig, Stefan","gre","Epikindynos oiktos","Ungeduld des Herzens <griech., neugriech.>","Athēna","XA-GR"
"848","990051202830603392","9788793499133","2017","Handke, Peter","dan","Epopé over vejenes forsvinden","fail","[Svendborg]","XA-DK"
"849","990051046110603392","9789600361599","2017","Kehlmann, Daniel","gre","Eprepe na eiches phugei","Du hättest gehen sollen","Athēna","XA-GR"
"850","9959003705503338","9788414016954","2021","Kaiblinger, Sonja","spa","Un equipo de miedo","Scary Harry - von allen guten Geistern verlassen","Zaragoza","XA-ES"
"851","990049074870603392","9787532157464","2015","Canetti, Elias","chi","Er zhong huo ju","<<Die>> Fackel im Ohr","Shang hai","XB-CN"
"852","9958564967903338","9786176641599","2019","Poznanski, Ursula","ukr","Ereb","Erebos","Lʹviv","XA-UA"
"853","990045922900603392","9788652108589","2011","Poznanski, Ursula","srp","Ereb","Erebos","Beograd","XA-SP"
"854","990045756730603392","9786090106976","2012","Poznanski, Ursula","lit","Erebas","Erebos","Vilnius","XA-LT"
"855","990043959380603392","9789601648224","2013","Poznanski, Ursula","gre","Erebos","Erebos <griech., neugriech.>","Athēna","XA-GR"
"856","9958826773403338","9789047712183","2020","Poznanski, Ursula","dut","Erebos ontwaakt","Erebos 2","Rotterdam","XA-NL"
"857","990043951900603392","9786155131202","2012","Poznanski, Ursula","hun","Erebos","Erebos","[Budapest]","XA-HU"
"858","990043532490603392","9788202369057","2013","Poznanski, Ursula","nor","Erebos","Erebos","[Oslo]","XA-NO"
"859","990027329510603392","9781590173411","2011","Rezzori, Gregor ","eng","An erminine in Czernopol","<<Ein>> Hermelin in Tschernopol","New York, NY","fail"
"860","990048082050603392","9783608939873","2015","SemSandberg, Steve","ger","Die Erwählten","<<De>> utvalda","Stuttgart","XA-DE"
"861","990051222050603392","9783442481330","2017","SemSandberg, Steve","ger","Die Erwählten","De utvalda","München","XA-DE"
"862","9958807364903338","9783103972146","2021","Roth, Gerhard","ger","Es gibt keinen böseren Engel als die Liebe","fail","Frankfurt am Main","XA-DE"
"863","990047997340603392","9788490321195","2014","Doderer, Heimito ","spa","Las escaleras de Strudlhof o Melzer y la profundidad de los años","<<Die>> Strudlhofstiege oder Melzer und die Tiefe der Jahre","Barcelona","XA-ES"
"864","9958545566303338","9788893445832","2018","Jelinek, Elfriede","ita","Gli esclusi","<<Die>> Ausgesperrten","Milano","XA-IT"
"865","9958965496903338","9788408258803","2022","Baldini, Laura","spa","La escuela de la vida","Lehrerin einer neuen Zeit","Barcelona","XA-ES"
"866","9958884642503338","9788494733161","2018","Meyrink, Gustav","spa","La esfera negra","<<La>> esfera negra","[Madrid]","XA-ES"
"867","990045704930603392","975080385X","2013","Bernhard, Thomas","tur","Eski Ustalar","Alte Meister","İstanbul","XB-TR"
"868","990049795390603392","9788525434098","2016","Kumpfmüller, Michael","por","O esplendor da vida","<<Die>> Herrlichkeit des Lebens","Porto Alegre, RS, Brasil","XD-BR"
"869","9958126361103338","9782070146093","2017","Handke, Peter","fre","Essai sur le fou de champignons","Versuch über den Pilznarren","Paris","XA-FR"
"870","990044957660603392","9782070142477","2014","Handke, Peter","fre","Essai sur le lieu tranquille","Versuch über den stillen Ort","[Paris]","XA-FR"
"871","9958951504903338","9789083212760","2022","Handke, Peter","dut","Essay over de geslaagde dag","Versuch über den geglückten Tag","[Amsterdam]","XA-NL"
"872","9958951504803338","9789083212753","2022","Handke, Peter","dut","Essay over de jukebox","Versuch über die Jukebox","[Amsterdam]","XA-NL"
"873","9958951504703338","9789083212746","2022","Handke, Peter","dut","Essay over de moeheid","Versuch über die Müdigkeit","[Amsterdam]","XA-NL"
"874","990049800380603392","9788490019153","2015","Kafka, Franz","eng","The essential Kafka","fail","Valladolid","XA-ES"
"875","990047511000603392","9788415625612","2014","LernetHolenia, Alexander","spa","El estandarte","<<Die>> Standarte","Barcelona","XA-ES"
"876","9958269862303338","9788867990290","2014","Zweig, Stefan","ita","Estasi di libertà","Rausch der Verwandlung","Firenze","XA-IT"
"877","9958807670303338","9788845934988","2020","Bernhard, Thomas","ita","Estinzione","Auslöschung","Milano","XA-IT"
"878","990050744330603392","9788809827356","2017","Poznanski, Ursula","ita","L' estraneo","Fremd","Firenze","XA-IT"
"879","990050770560603392","9788232800346","2016","Seethaler, Robert","nor","Et helt liv","<<Ein>> ganzes Leben","Oslo","XA-NO"
"880","990047583300603392","9782940517305","2015","Ausländer, Rose","fre","Eté aveugle","Blinder Sommer","Genève","XA-CH"
"881","990043570340603392","9781935554479","2012","Horváth, Ödön ","eng","The eternal philistine","<<Der>> ewige Spießer","Brooklyn, NY","XD-US"
"882","990049336400603392","9791022601726","2016","Vertlib, Vladimir","fre","L'étrange mémoire de Rosa Masur","<<Das>> besondere Gedächtnis der Rosa Masur","Paris","XA-FR"
"883","990050770570603392","9789186905453","2016","Seethaler, Robert","swe","Ett helt liv","<<Ein>> ganzes Leben","Skivarp","XA-SE"
"884","9958807669903338","9788205529472","2020","Celan, Paul","nor","Etterlatt","fail","Oslo","XA-NO"
"885","9958585374403338","9780857426567","2020","Mayröcker, Friederike","eng","études","études","London","XA-GB"
"886","9958995000903338","9788664071659","2021","Komadina, Miloš","srp","Etwas Ist nicht Irgendwas","fail","Beograd","XA-RS"
"887","990049060590603392","9789609530910","2014","Kafka, Franz","gre","Ē etymēgoria","<<Das>> Urteil","Athēna","XA-GR"
"888","990037457530603392","9783896674357","2011","Melandri, Francesca","ger","Eva schläft","Eva dorme","München","XA-DE"
"889","9958911230603338","9789463930123","2019","Arnautović, Ljuba","dut","Eva's geheimen","Im Verborgenen","Gent","XA-NL"
"890","990038585460603392","9789944717601","2011","Nöstlinger, Christine","tur","Evde ve uzakta","Ilse Janda, 14","İstanbul","XB-TR"
"891","990043067420603392","9781402789793","2012","Glattauer, Daniel","eng","Every seventh wave","fail","New York [...]","fail"
"892","990037732720603392","9781906694982","2013","Glattauer, Daniel","eng","Every seventh wave","Alle sieben Wellen","London","XA-GB"
"893","990044438570603392","9781444818550","2014","Glattauer, Daniel","eng","Every seventh wave","Alle sieben Wellen","Leicester","XA-GB"
"894","990050359580603392","9788281692336","2013","Glattauer, Daniel","nor","Evig din","Ewig Dein","[Oslo]","XA-NO"
"895","9958584371203338","9782213712697","2019","Elsberg, Marc","fre","Évolution","Helix","[Paris]","XA-FR"
"896","9958558740603338","9785422415106","2019","SacherMasoch, Leopold ","rus","Evrejskie skazki","Contes juifs","Moskva","XA-RU"
"897","9958492644103338","9789542992349","2017","fail","bul","Evropejski Koridori","fail","Ruse","XA-BG"
"898","990048472930603392","9788087683293","2014","Menasse, Robert","cze","Evropský systém","<<Der>> europäische Landbote","Praha","XA-CZ"
"899","990039068730603392","9788492840113","2010","Rilke, Rainer Maria","spa","Ewald Tragy","Ewald Tragy","Barcelona","XA-ES"
"900","990047054670603392","9788588763258","2012","Geiger, Arno","por","O exílio do velho rei","<<Der>> alte König in seinem Exil","São Paulo","XD-BR"
"901","990037420410603392","9782359650075","2010","MuckerFrimmel, Gerda","fre","L' exode des enfants","Kinderflucht","Paris","XA-FR"
"902","990049218110603392","9789604354764","2016","Menasse, Robert","gre","Ē exōsē apo tēn kolasē","<<Die>> Vertreibung aus der Hölle","Athēna","XA-GR"
"903","9958815173103338","9788414017807","2019","Kaiblinger, Sonja","spa","Expertos en espectros","Meister aller Geister","Zaragoza","XA-ES"
"904","9958534474503338","9788075653420","2018","Sharratt, Mary","cze","Extáze","Ecstasy","Brno","XA-CZ"
"905","990045971340603392","9789731248950","2013","Bernhard, Thomas","rum","Extincţie","Auslöschung","Bucureşti","XA-RO"
"906","9958553472103338","9780571349968","2019","Bernhard, Thomas","eng","Extinction","Auslöschung","London","XA-GB"
"907","990037889690603392","9781400077618","2011","Bernhard, Thomas","eng","Extinction","Auslöschung","New York, NY","XD-US"
"908","990047052580603392","9780307911810","2014","Kehlmann, Daniel","eng","F","F","New York, NY","XD-US"
"909","9958503975903338","9789100141219","2013","Kehlmann, Daniel","swe","F","F","[Stockholm]","XA-SE"
"910","990050283140603392","9789532666304","2015","Kehlmann, Daniel","hrv","F","F","Zagreb","XA-HR"
"911","9958493263403338","9788535929751","2017","Kehlmann, Daniel","por","F","F","São Paulo","XD-BR"
"912","990047205420603392","9788439729464","2015","Kehlmann, Daniel","spa","F","F","Barcelona","XA-ES"
"913","990046234410603392","9781848667341","2014","Kehlmann, Daniel","eng","F","F","London","XA-GB"
"914","9958504374103338","9786084770503","2016","Kehlmann, Daniel","mac","F","F","Skopje","XA-MK"
"915","9958026966403338","9785170978748","2017","Kehlmann, Daniel","rus","F","Ф","Moskva","XA-RU"
"916","990045171860603392","9789600356564","2013","Kehlmann, Daniel","gre","F","F <griech., neugriech.>","Athēna","XA-GR"
"917","990048054720603392","9789631427813","2014","Kehlmann, Daniel","hun","F","F","Budapest","XA-HU"
"918","990049155150603392","9789750725364","2015","Kehlmann, Daniel","tur","F","F","İstanbul","XB-TR"
"919","990047196220603392","9788205462434","2014","Kehlmann, Daniel","nor","F","F","[Oslo]","XA-NO"
"920","990047037100603392","9789021449890","2013","Kehlmann, Daniel","dut","F","F","Amsterdam [u.a.]","XA-NL"
"921","990050859740603392","9782749254555","2017","Jandl, Ernst","fre","Façon de parler","fail","Toulouse","XA-FR"
"922","9958575280703338","9788774673996","2019","Seethaler, Robert","dan","Fælleden","<<Das>> Feld","[København]","XA-DK"
"923","9959070801703338","9789188913524","2022","Seethaler, Robert","swe","Fältet","<<Das>> Feld","Stockholm","XA-SE"
"924","9958813673403338","9789634058953","2018","Haushofer, Marlen","hun","A fal","<<Die>> Wand","Budapest","XA-HU"
"925","990049822080603392","9789542915911","2016","Roth, Joseph","bul","Falšivite težini","<<Das>> falsche Gewicht","Sofija","XA-BG"
"926","9959017391103338","9788274888760","2020","Roth, Joseph","nor","Den falske vekten","<<Das>> falsche Gewicht","[Oslo]","XA-NO"
"927","990047039000603392","9788378660859","2015","Roth, Joseph","pol","Fałszywa waga","<<Das>> falsche Gewicht","Kraków [u.a.]","XA-PL"
"928","990038264650603392","9789722344593","2010","Kehlmann, Daniel","por","Fama","Ruhm","Lisboa","XA-PT"
"929","9958573155903338","9788807892455","2019","Kehlmann, Daniel","ita","Fama","Ruhm","Milano","XA-IT"
"930","990037040730603392","9788807018077","2010","Kehlmann, Daniel","ita","Fama","Ruhm","Milano","XA-IT"
"931","990051040620603392","9788823511279","2015","Schnitzler, Arthur","ita","Fama tardiva","Später Ruhm","Parma","XA-IT"
"932","990038392590603392","9788535918182","2011","Kehlmann, Daniel","por","Fama","Ruhm","São Paulo","XD-BR"
"933","990036528320603392","9781849163767","2010","Kehlmann, Daniel","eng","Fame","Ruhm","London","XA-GB"
"934","990049798360603392","9788467552102","2015","Brezina, Thomas","spa","La familia horrible","Familie Fürchterlich","Boadilla del Monte (Madrid)","XA-ES"
"935","9958540376503338","9788491073451","2018","Lobe, Mira","spa","El fantasma de palacio","<<Das>> Schlossgespenst","Boadilla del Monte (Madrid)","XA-ES"
"936","990042783150603392","9786124055270","2010","Lobe, Mira","spa","El fantasma de palacio","<<Das>> Schloßgespenst","San Isidro, Lima","XD-PE"
"937","990045433000603392","9788856625905","2012","fail","ita","Il fantasma del castello","fail","Milano","XA-IT"
"938","990049592600603392","9788467561623","2013","Brezina, Thomas","spa","El fantasma del picadero","<<Der>> Pferde-Poltergeist","Boadilla del Monte (Madrid)","XA-ES"
"939","990050060530603392","9788467544237","2014","Brezina, Thomas","spa","Fantasmas en el colegio","Spuk in der Schule","Boadilla del Monte, Madrid","XA-ES"
"940","990036530660603392","1592700918","2010","fail","eng","The fantastic adventures of Baron Munchhausen","fail","New York, NY","XD-US"
